date,hour,minute,second,pvpwr,Cluster
8/2/2022,6,11,32.09050914,24.01,1
8/2/2022,6,11,47.10654928,24.02,1
8/2/2022,6,12,2.15770477,24.58,2
8/2/2022,6,12,17.1754417,24.3,2
8/2/2022,6,12,32.14179838,24.58,1
8/2/2022,6,12,47.17243039,23.16,1
8/2/2022,6,13,2.286658713,22.89,2
8/2/2022,6,13,17.34101821,22.89,2
8/2/2022,6,13,32.27195511,22.89,1
8/2/2022,6,13,47.29640809,23.15,1
8/2/2022,6,14,2.365770499,23.16,2
8/2/2022,6,14,17.39646739,22.34,2
8/2/2022,6,14,32.36986853,22.62,1
8/2/2022,6,14,47.39717756,22.62,1
8/2/2022,6,15,2.450702028,22.6,2
8/2/2022,6,15,17.43976336,22.06,2
8/2/2022,6,15,32.43402132,22.06,1
8/2/2022,6,15,47.40970134,21.49,1
8/2/2022,6,16,2.477916809,22.04,2
8/2/2022,6,16,17.5090039,21.77,2
8/2/2022,6,16,32.49266604,21.47,1
8/2/2022,6,16,47.49824536,20.66,1
8/2/2022,6,17,2.545824694,20.65,2
8/2/2022,6,17,17.57760495,20.93,2
8/2/2022,6,17,32.56089989,20.37,1
8/2/2022,6,17,47.5504166,20.35,1
8/2/2022,6,18,2.732424481,20.08,2
8/2/2022,6,18,17.74156798,19.79,2
8/2/2022,6,18,32.75700271,14.55,1
8/2/2022,6,18,47.74630468,20.87,1
8/2/2022,6,19,2.800006287,21.16,2
8/2/2022,6,19,17.82089956,20.88,2
8/2/2022,6,19,32.80552193,20.88,1
8/2/2022,6,19,47.78561744,20.61,1
8/2/2022,6,20,2.5252593,21.16,2
8/2/2022,6,20,17.5148859,21.44,2
8/2/2022,6,20,32.55699502,21.71,1
8/2/2022,6,20,47.62048075,21.71,1
8/2/2022,6,21,2.675296222,22.0,2
8/2/2022,6,21,17.69162202,21.73,2
8/2/2022,6,21,32.67826463,22.0,1
8/2/2022,6,21,47.6944252,22.29,1
8/2/2022,6,22,2.72389648,22.83,2
8/2/2022,6,22,17.74146272,22.57,2
8/2/2022,6,22,32.7117685,22.57,1
8/2/2022,6,22,47.7227068,23.12,1
8/2/2022,6,23,2.797808183,23.41,2
8/2/2022,6,23,17.7947636,23.14,2
8/2/2022,6,23,32.75556894,23.43,1
8/2/2022,6,23,47.7775213,23.99,1
8/2/2022,6,24,2.896029114,24.01,2
8/2/2022,6,24,17.89653052,24.01,2
8/2/2022,6,24,32.91223262,24.58,1
8/2/2022,6,24,47.92971906,24.02,1
8/2/2022,6,25,1.996135592,24.58,2
8/2/2022,6,25,16.97019926,22.63,2
8/2/2022,6,25,31.98579724,22.61,1
8/2/2022,6,25,46.9815793,23.45,1
8/2/2022,6,26,2.057741747,23.46,2
8/2/2022,6,26,17.09268911,23.73,2
8/2/2022,6,26,32.05746705,23.46,1
8/2/2022,6,26,47.0564379,22.91,1
8/2/2022,6,27,2.258706383,24.03,2
8/2/2022,6,27,17.28392039,22.07,2
8/2/2022,6,27,32.27842515,22.35,1
8/2/2022,6,27,47.26693026,22.63,1
8/2/2022,6,28,2.319690094,22.9,2
8/2/2022,6,28,17.35173923,22.64,2
8/2/2022,6,28,32.32789795,22.91,1
8/2/2022,6,28,47.3539144,22.64,1
8/2/2022,6,29,2.385543566,23.19,2
8/2/2022,6,29,17.41745511,23.45,2
8/2/2022,6,29,32.40245482,23.72,1
8/2/2022,6,29,47.38924238,23.71,1
8/2/2022,6,30,2.445301363,23.46,2
8/2/2022,6,30,17.4587584,23.19,2
8/2/2022,6,30,32.47012787,23.46,1
8/2/2022,6,30,47.42111848,22.89,1
8/2/2022,6,31,2.461855103,22.9,2
8/2/2022,6,31,17.48926782,22.92,2
8/2/2022,6,31,32.46929474,22.64,1
8/2/2022,6,31,47.46360462,22.93,1
8/2/2022,6,32,2.523145075,22.64,2
8/2/2022,6,32,17.52341081,22.38,2
8/2/2022,6,32,32.52146323,22.08,1
8/2/2022,6,32,47.54719371,22.08,1
8/2/2022,6,33,2.600696398,21.79,2
8/2/2022,6,33,17.62412089,21.5,2
8/2/2022,6,33,32.60444895,21.5,1
8/2/2022,6,33,47.63370986,20.95,1
8/2/2022,6,34,2.639524427,20.67,2
8/2/2022,6,34,17.6747556,20.39,2
8/2/2022,6,34,32.65913047,20.11,1
8/2/2022,6,34,47.66276199,19.81,1
8/2/2022,6,35,2.831792033,19.82,2
8/2/2022,6,35,17.80052376,19.81,2
8/2/2022,6,35,32.81969011,19.51,1
8/2/2022,6,35,47.78561876,19.51,1
8/2/2022,6,36,2.950787992,19.24,2
8/2/2022,6,36,17.98531194,19.23,2
8/2/2022,6,36,32.97133932,18.41,1
8/2/2022,6,36,47.9627957,18.67,1
8/2/2022,6,37,1.977211927,20.04,2
8/2/2022,6,37,16.99568987,19.78,2
8/2/2022,6,37,32.00060618,19.76,1
8/2/2022,6,37,47.00280413,19.5,1
8/2/2022,6,38,2.043466102,19.21,2
8/2/2022,6,38,17.08490847,20.03,2
8/2/2022,6,38,32.06429277,19.77,1
8/2/2022,6,38,47.06246413,19.5,1
8/2/2022,6,39,2.109812039,21.69,2
8/2/2022,6,39,17.13973842,20.9,2
8/2/2022,6,39,32.15757392,21.15,1
8/2/2022,6,39,47.14398504,20.61,1
8/2/2022,6,40,2.199007824,20.89,2
8/2/2022,6,40,17.22669979,20.33,2
8/2/2022,6,40,32.21867575,20.05,1
8/2/2022,6,40,47.20095592,21.15,1
8/2/2022,6,41,2.225696496,20.61,2
8/2/2022,6,41,17.2896587,20.33,2
8/2/2022,6,41,32.22748545,20.33,1
8/2/2022,6,41,47.27854034,19.77,1
8/2/2022,6,42,2.317515288,22.25,2
8/2/2022,6,42,17.3873995,21.71,2
8/2/2022,6,42,32.32038295,21.43,1
8/2/2022,6,42,47.31489218,21.43,1
8/2/2022,6,43,2.364968743,20.89,2
8/2/2022,6,43,17.40447709,20.89,2
8/2/2022,6,43,32.36218968,20.61,1
8/2/2022,6,43,47.41761567,20.61,1
8/2/2022,6,44,2.669696733,20.06,2
8/2/2022,6,44,17.67716808,20.05,2
8/2/2022,6,44,32.67019418,20.04,1
8/2/2022,6,44,47.66214393,20.04,1
8/2/2022,6,45,2.753136816,20.59,2
8/2/2022,6,45,17.76698937,21.96,2
8/2/2022,6,45,32.75925523,21.69,1
8/2/2022,6,45,47.72137315,21.7,1
8/2/2022,6,46,2.786871847,21.95,2
8/2/2022,6,46,17.8060523,22.53,2
8/2/2022,6,46,32.79032135,22.25,1
8/2/2022,6,46,47.7898912,22.0,1
8/2/2022,6,47,2.838863713,22.0,2
8/2/2022,6,47,17.86158958,21.45,2
8/2/2022,6,47,32.84490792,21.72,1
8/2/2022,6,47,47.84822379,21.45,1
8/2/2022,6,48,2.931235073,21.17,2
8/2/2022,6,48,17.95199351,21.45,2
8/2/2022,6,48,32.94774017,20.9,1
8/2/2022,6,48,47.92503369,21.17,1
8/2/2022,6,49,1.962119926,21.17,2
8/2/2022,6,49,16.98704199,20.9,2
8/2/2022,6,49,31.96567591,20.62,1
8/2/2022,6,49,46.9451663,20.88,1
8/2/2022,6,50,2.019921505,20.88,2
8/2/2022,6,50,17.02143109,20.87,2
8/2/2022,6,50,32.02025045,22.5,1
8/2/2022,6,50,46.95538673,22.53,1
8/2/2022,6,51,2.024457602,22.29,2
8/2/2022,6,51,17.04337669,22.0,2
8/2/2022,6,51,32.03546736,22.02,1
8/2/2022,6,51,47.0145983,21.74,1
8/2/2022,6,52,2.06936344,21.46,2
8/2/2022,6,52,17.10435636,21.74,2
8/2/2022,6,52,32.07565891,22.0,1
8/2/2022,6,52,47.09325962,21.74,1
8/2/2022,6,53,2.154130183,21.73,2
8/2/2022,6,53,17.17979354,21.47,2
8/2/2022,6,53,32.18714846,21.47,1
8/2/2022,6,53,47.14777567,21.74,1
8/2/2022,6,54,2.203504903,21.74,2
8/2/2022,6,54,17.25933069,21.19,2
8/2/2022,6,54,32.20746228,21.19,1
8/2/2022,6,54,47.19134868,21.47,1
8/2/2022,6,55,2.247051081,21.19,2
8/2/2022,6,55,17.32312901,21.21,2
8/2/2022,6,55,32.26138827,21.2,1
8/2/2022,6,55,47.22156001,21.2,1
8/2/2022,6,56,2.314856708,21.74,2
8/2/2022,6,56,17.30790869,21.45,2
8/2/2022,6,56,32.31838695,21.47,1
8/2/2022,6,56,47.35115837,21.48,1
8/2/2022,6,57,2.380203375,21.75,2
8/2/2022,6,57,17.46202928,21.77,2
8/2/2022,6,57,32.37651437,21.48,1
8/2/2022,6,57,47.40328886,22.04,1
8/2/2022,6,58,2.462590373,21.77,2
8/2/2022,6,58,17.4892668,22.04,2
8/2/2022,6,58,32.45913881,22.04,1
8/2/2022,6,58,47.47197058,22.33,1
8/2/2022,6,59,2.513681903,22.62,2
8/2/2022,6,59,17.64806476,22.34,2
8/2/2022,6,59,32.51866088,22.62,1
8/2/2022,6,59,47.63648536,22.63,1
8/2/2022,7,0,2.750216007,22.89,2
8/2/2022,7,0,17.75007217,22.91,2
8/2/2022,7,0,32.75372107,22.91,1
8/2/2022,7,0,47.74024542,23.19,1
8/2/2022,7,1,2.792768156,22.38,2
8/2/2022,7,1,17.80593323,22.92,2
8/2/2022,7,1,32.79723944,22.37,1
8/2/2022,7,1,47.80297174,22.65,1
8/2/2022,7,2,2.827375,22.37,2
8/2/2022,7,2,17.84825468,23.2,2
8/2/2022,7,2,32.84708445,22.93,1
8/2/2022,7,2,47.86571451,21.26,1
8/2/2022,7,3,2.898173524,21.81,2
8/2/2022,7,3,17.91913709,22.08,2
8/2/2022,7,3,32.91904807,22.37,1
8/2/2022,7,3,47.92014324,22.64,1
8/2/2022,7,4,1.992086691,22.37,2
8/2/2022,7,4,16.99324116,21.82,2
8/2/2022,7,4,31.98166579,22.07,1
8/2/2022,7,4,47.02884286,21.81,1
8/2/2022,7,5,2.412628043,22.07,2
8/2/2022,7,5,17.4863383,22.08,2
8/2/2022,7,5,32.39434526,22.37,1
8/2/2022,7,5,47.41239057,22.08,1
8/2/2022,7,6,2.464598543,22.09,2
8/2/2022,7,6,17.47655921,22.08,2
8/2/2022,7,6,32.44722351,22.35,1
8/2/2022,7,6,47.45634206,21.25,1
8/2/2022,7,7,2.483973664,21.53,2
8/2/2022,7,7,17.5164982,22.07,2
8/2/2022,7,7,32.48278955,22.08,1
8/2/2022,7,7,47.5115758,22.64,1
8/2/2022,7,8,2.596091776,22.64,2
8/2/2022,7,8,17.60319988,23.19,2
8/2/2022,7,8,32.5913891,22.93,1
8/2/2022,7,8,47.61019638,22.93,1
8/2/2022,7,9,2.632514901,21.79,2
8/2/2022,7,9,17.6703539,22.07,2
8/2/2022,7,9,32.65833371,21.8,1
8/2/2022,7,9,47.67690586,22.07,1
8/2/2022,7,10,2.75388319,22.33,2
8/2/2022,7,10,17.76347973,22.64,2
8/2/2022,7,10,32.7050481,23.2,1
8/2/2022,7,10,47.74475908,20.98,1
8/2/2022,7,11,2.769177424,21.79,2
8/2/2022,7,11,17.81360847,22.62,2
8/2/2022,7,11,32.79826893,22.61,1
8/2/2022,7,11,47.8035645,22.64,1
8/2/2022,7,12,2.831040435,22.93,2
8/2/2022,7,12,17.85818785,21.81,2
8/2/2022,7,12,32.83803164,22.36,1
8/2/2022,7,12,47.83386829,22.36,1
8/2/2022,7,13,2.875836112,22.92,2
8/2/2022,7,13,17.90158543,21.25,2
8/2/2022,7,13,32.89934519,21.81,1
8/2/2022,7,13,47.88639798,22.08,1
8/2/2022,7,14,2.916323806,22.63,2
8/2/2022,7,14,17.93761543,22.92,2
8/2/2022,7,14,32.93423985,22.64,1
8/2/2022,7,14,47.9287353,21.54,1
8/2/2022,7,15,2.993733432,21.53,2
8/2/2022,7,15,17.98948422,21.79,2
8/2/2022,7,15,32.98671412,22.08,1
8/2/2022,7,15,47.98878309,22.37,1
8/2/2022,7,16,2.014134255,21.82,2
8/2/2022,7,16,17.01891937,21.82,2
8/2/2022,7,16,32.05952112,20.98,1
8/2/2022,7,16,47.0049184,21.25,1
8/2/2022,7,17,2.047376718,21.52,2
8/2/2022,7,17,17.06208243,21.79,2
8/2/2022,7,17,32.04561376,21.78,1
8/2/2022,7,17,47.03296645,21.78,1
8/2/2022,7,18,2.046426709,21.5,2
8/2/2022,7,18,17.07974613,21.78,2
8/2/2022,7,18,32.09134177,21.78,1
8/2/2022,7,18,47.02728684,21.22,1
8/2/2022,7,19,2.06490323,21.22,2
8/2/2022,7,19,17.08714523,21.23,2
8/2/2022,7,19,32.06213349,21.22,1
8/2/2022,7,19,47.08570157,20.95,1
8/2/2022,7,20,2.152294794,21.5,2
8/2/2022,7,20,17.14521127,21.22,2
8/2/2022,7,20,32.21014006,21.5,1
8/2/2022,7,20,47.1886317,21.23,1
8/2/2022,7,21,2.241847423,21.51,2
8/2/2022,7,21,17.30805882,21.23,2
8/2/2022,7,21,32.25324416,21.24,1
8/2/2022,7,21,47.26883498,21.24,1
8/2/2022,7,22,2.310848164,21.52,2
8/2/2022,7,22,17.33364061,21.79,2
8/2/2022,7,22,32.29638327,21.79,1
8/2/2022,7,22,47.33150105,22.62,1
8/2/2022,7,23,2.398752672,22.62,2
8/2/2022,7,23,17.40772259,22.64,2
8/2/2022,7,23,32.39690317,22.64,1
8/2/2022,7,23,47.39325349,22.08,1
8/2/2022,7,24,2.406115064,22.36,2
8/2/2022,7,24,17.45349508,22.08,2
8/2/2022,7,24,32.48704988,22.38,1
8/2/2022,7,24,47.40390984,20.7,1
8/2/2022,7,25,2.47779943,20.97,2
8/2/2022,7,25,17.4822888,21.53,2
8/2/2022,7,25,32.48761748,21.53,1
8/2/2022,7,25,47.44489423,22.08,1
8/2/2022,7,26,2.490403993,22.64,2
8/2/2022,7,26,17.52611753,21.81,2
8/2/2022,7,26,32.4966706,22.37,1
8/2/2022,7,26,47.61326541,22.64,1
8/2/2022,7,27,2.679821506,22.64,2
8/2/2022,7,27,17.68667763,22.92,2
8/2/2022,7,27,32.64719905,21.81,1
8/2/2022,7,27,47.68545573,21.81,1
8/2/2022,7,28,2.766032889,21.25,2
8/2/2022,7,28,17.79429556,21.53,2
8/2/2022,7,28,32.8581862,21.8,1
8/2/2022,7,28,47.78783318,21.81,1
8/2/2022,7,29,2.920158412,21.81,2
8/2/2022,7,29,17.92196082,21.81,2
8/2/2022,7,29,32.89839336,22.09,1
8/2/2022,7,29,47.90066321,20.98,1
8/2/2022,7,30,2.9738671,20.68,2
8/2/2022,7,30,17.97117547,21.25,2
8/2/2022,7,30,32.96587264,20.96,1
8/2/2022,7,30,47.98311988,21.51,1
8/2/2022,7,31,2.040521175,21.23,2
8/2/2022,7,31,17.05247658,21.22,2
8/2/2022,7,31,32.05973083,21.5,1
8/2/2022,7,31,47.02193763,21.22,1
8/2/2022,7,32,2.19777302,20.96,2
8/2/2022,7,32,17.22452002,21.24,2
8/2/2022,7,32,32.20686806,21.49,1
8/2/2022,7,32,47.24042931,21.22,1
8/2/2022,7,33,2.347111314,20.95,2
8/2/2022,7,33,17.42757463,20.67,2
8/2/2022,7,33,32.31589825,20.13,1
8/2/2022,7,33,47.38804491,19.83,1
8/2/2022,7,34,2.425465548,19.56,2
8/2/2022,7,34,17.53293817,19.28,2
8/2/2022,7,34,32.416157,20.37,1
8/2/2022,7,34,47.42008629,20.09,1
8/2/2022,7,35,2.518801575,19.8,2
8/2/2022,7,35,17.51271793,20.37,2
8/2/2022,7,35,32.55273381,20.36,1
8/2/2022,7,35,47.64472735,20.36,1
8/2/2022,7,36,2.678556031,20.1,2
8/2/2022,7,36,17.67577916,19.82,2
8/2/2022,7,36,32.66976935,19.82,1
8/2/2022,7,36,47.67844464,19.27,1
8/2/2022,7,37,2.708496639,18.99,2
8/2/2022,7,37,17.72318866,18.71,2
8/2/2022,7,37,32.70665441,18.7,1
8/2/2022,7,37,47.70884372,18.67,1
8/2/2022,7,38,2.749272459,17.87,2
8/2/2022,7,38,17.76826905,18.41,2
8/2/2022,7,38,32.77008676,17.58,1
8/2/2022,7,38,47.73157111,19.21,1
8/2/2022,7,39,2.777501874,19.48,2
8/2/2022,7,39,17.7785297,19.78,2
8/2/2022,7,39,32.76947332,19.24,1
8/2/2022,7,39,47.74944947,19.24,1
8/2/2022,7,40,2.877390264,18.96,2
8/2/2022,7,40,17.87776468,18.4,2
8/2/2022,7,40,32.86848396,18.13,1
8/2/2022,7,40,47.876042,19.5,1
8/2/2022,7,41,2.069944954,19.23,2
8/2/2022,7,41,17.08660585,19.78,2
8/2/2022,7,41,32.05056836,19.23,1
8/2/2022,7,41,47.07831893,18.96,1
8/2/2022,7,42,2.166827889,18.66,2
8/2/2022,7,42,17.17711274,18.4,2
8/2/2022,7,42,32.18748485,18.67,1
8/2/2022,7,42,47.15204416,18.39,1
8/2/2022,7,43,2.198239844,18.67,2
8/2/2022,7,43,17.2090268,18.39,2
8/2/2022,7,43,32.18018408,18.67,1
8/2/2022,7,43,47.20074452,19.5,1
8/2/2022,7,44,2.23771207,19.22,2
8/2/2022,7,44,17.24244767,18.67,2
8/2/2022,7,44,32.24286971,20.86,1
8/2/2022,7,44,47.28171856,20.33,1
8/2/2022,7,45,2.588283139,20.06,2
8/2/2022,7,45,17.55926898,20.06,2
8/2/2022,7,45,32.58798847,19.49,1
8/2/2022,7,45,47.62334341,18.94,1
8/2/2022,7,46,2.685820835,19.48,2
8/2/2022,7,46,17.69646073,18.67,2
8/2/2022,7,46,32.66511103,20.89,1
8/2/2022,7,46,47.67798821,20.08,1
8/2/2022,7,47,2.703307285,19.79,2
8/2/2022,7,47,17.70152456,19.24,2
8/2/2022,7,47,32.68659842,18.67,1
8/2/2022,7,47,47.71933263,18.67,1
8/2/2022,7,48,2.761618392,17.84,2
8/2/2022,7,48,17.77117223,18.94,2
8/2/2022,7,48,32.77306946,18.66,1
8/2/2022,7,48,47.75538221,17.84,1
8/2/2022,7,49,2.799763656,21.15,2
8/2/2022,7,49,17.81301699,20.61,2
8/2/2022,7,49,32.80726129,20.06,1
8/2/2022,7,49,47.7873479,19.76,1
8/2/2022,7,50,2.889186073,19.22,2
8/2/2022,7,50,17.87614119,19.21,2
8/2/2022,7,50,32.88632429,20.05,1
8/2/2022,7,50,47.89752388,19.23,1
8/2/2022,7,51,2.000049289,18.95,2
8/2/2022,7,51,17.00213193,18.95,2
8/2/2022,7,51,32.02806706,20.04,1
8/2/2022,7,51,47.01411429,19.51,1
8/2/2022,7,52,2.05971955,19.51,2
8/2/2022,7,52,17.10615094,19.51,2
8/2/2022,7,52,32.10741921,19.22,1
8/2/2022,7,52,47.11721435,18.67,1
8/2/2022,7,53,2.171763048,18.67,2
8/2/2022,7,53,17.22202399,18.67,2
8/2/2022,7,53,32.153933,18.94,1
8/2/2022,7,53,47.17930325,19.48,1
8/2/2022,7,54,2.216602503,19.22,2
8/2/2022,7,54,17.23778369,20.04,2
8/2/2022,7,54,32.23696742,19.51,1
8/2/2022,7,54,47.24617056,19.24,1
8/2/2022,7,55,2.349011355,19.5,2
8/2/2022,7,55,17.33718583,19.22,2
8/2/2022,7,55,32.33546159,19.22,1
8/2/2022,7,55,47.33454105,19.22,1
8/2/2022,7,56,2.36969332,18.95,2
8/2/2022,7,56,17.39097538,19.22,2
8/2/2022,7,56,32.37243123,18.94,1
8/2/2022,7,56,47.44510848,18.94,1
8/2/2022,7,57,2.051068966,18.94,2
8/2/2022,7,57,17.0540686,19.5,2
8/2/2022,7,57,32.06361505,19.78,1
8/2/2022,7,57,47.01567224,19.51,1
8/2/2022,7,58,2.444435489,20.07,2
8/2/2022,7,58,17.4457331,19.51,2
8/2/2022,7,58,32.43099787,19.51,1
8/2/2022,7,58,47.44685053,19.51,1
8/2/2022,7,59,2.480158119,20.07,2
8/2/2022,7,59,17.50677343,19.79,2
8/2/2022,7,59,32.51574211,19.8,1
8/2/2022,7,59,47.50710529,19.52,1
8/2/2022,8,0,2.591469231,20.07,2
8/2/2022,8,0,17.6047304,20.07,2
8/2/2022,8,0,32.58602714,19.81,1
8/2/2022,8,0,47.58956399,20.35,1
8/2/2022,8,1,2.435770202,20.08,2
8/2/2022,8,1,17.44763163,20.08,2
8/2/2022,8,1,32.42686783,20.08,1
8/2/2022,8,1,47.45592525,20.37,1
8/2/2022,8,2,2.522833128,20.93,2
8/2/2022,8,2,17.54505209,20.93,2
8/2/2022,8,2,32.55175755,20.66,1
8/2/2022,8,2,47.60695551,20.93,1
8/2/2022,8,3,2.662203812,21.22,2
8/2/2022,8,3,17.66495726,20.94,2
8/2/2022,8,3,32.63118325,21.23,1
8/2/2022,8,3,47.65315093,21.23,1
8/2/2022,8,4,2.702261947,21.25,2
8/2/2022,8,4,17.71668906,21.24,2
8/2/2022,8,4,32.69843866,21.53,1
8/2/2022,8,4,47.7169897,21.81,1
8/2/2022,8,5,2.770488569,22.09,2
8/2/2022,8,5,17.76154589,22.62,2
8/2/2022,8,5,32.76727853,22.38,1
8/2/2022,8,5,47.77159229,21.82,1
8/2/2022,8,6,2.897777136,20.99,2
8/2/2022,8,6,17.90434418,21.27,2
8/2/2022,8,6,32.93320537,21.55,1
8/2/2022,8,6,47.91951116,19.87,1
8/2/2022,8,7,2.957576414,20.43,2
8/2/2022,8,7,17.96435122,20.15,2
8/2/2022,8,7,32.96035767,20.97,1
8/2/2022,8,7,47.98552098,20.99,1
8/2/2022,8,8,2.041284949,21.54,2
8/2/2022,8,8,17.07293858,21.55,2
8/2/2022,8,8,32.02906878,22.08,1
8/2/2022,8,8,47.04664154,20.44,1
8/2/2022,8,9,2.219542488,20.71,2
8/2/2022,8,9,17.10312049,21.26,2
8/2/2022,8,9,32.11259815,21.26,1
8/2/2022,8,9,47.09408193,19.32,1
8/2/2022,8,10,2.199164536,19.86,2
8/2/2022,8,10,17.19555538,20.13,2
8/2/2022,8,10,32.1935366,20.41,1
8/2/2022,8,10,47.15284223,20.69,1
8/2/2022,8,11,2.194989056,21.25,2
8/2/2022,8,11,17.26782771,21.53,2
8/2/2022,8,11,32.21565619,21.27,1
8/2/2022,8,11,47.25445064,21.27,1
8/2/2022,8,12,2.290704769,20.72,2
8/2/2022,8,12,17.35929226,21.27,2
8/2/2022,8,12,32.26858668,20.44,1
8/2/2022,8,12,47.29993861,20.15,1
8/2/2022,8,13,2.337639593,20.43,2
8/2/2022,8,13,17.36072762,20.43,2
8/2/2022,8,13,32.36907665,19.61,1
8/2/2022,8,13,47.32037862,19.88,1
8/2/2022,8,14,2.370683407,20.43,2
8/2/2022,8,14,17.37435628,20.71,2
8/2/2022,8,14,32.37142059,21.26,1
8/2/2022,8,14,47.36751076,19.05,1
8/2/2022,8,15,2.449785454,19.87,2
8/2/2022,8,15,17.48606231,20.42,2
8/2/2022,8,15,32.44918065,20.43,1
8/2/2022,8,15,47.45468803,20.43,1
8/2/2022,8,16,2.005711938,20.71,2
8/2/2022,8,16,16.9957037,18.22,2
8/2/2022,8,16,32.01335348,18.47,1
8/2/2022,8,16,46.99428472,19.03,1
8/2/2022,8,17,2.035644881,18.74,2
8/2/2022,8,17,17.03317604,18.75,2
8/2/2022,8,17,32.03362203,18.75,1
8/2/2022,8,17,47.00933627,19.03,1
8/2/2022,8,18,2.164846439,19.01,2
8/2/2022,8,18,17.18869946,18.45,2
8/2/2022,8,18,32.21423016,18.45,1
8/2/2022,8,18,47.17675114,18.73,1
8/2/2022,8,19,2.235145984,18.18,2
8/2/2022,8,19,17.2608549,18.16,2
8/2/2022,8,19,32.25104101,17.89,1
8/2/2022,8,19,47.28159073,17.6,1
8/2/2022,8,20,2.570699034,16.76,2
8/2/2022,8,20,17.59302028,16.48,2
8/2/2022,8,20,32.53653379,16.74,1
8/2/2022,8,20,47.55070035,17.02,1
8/2/2022,8,21,2.581798519,16.75,2
8/2/2022,8,21,17.61671942,16.47,2
8/2/2022,8,21,32.59208348,17.57,1
8/2/2022,8,21,47.5921583,17.29,1
8/2/2022,8,22,2.700601712,18.39,2
8/2/2022,8,22,17.70149584,17.85,2
8/2/2022,8,22,32.72614907,18.13,1
8/2/2022,8,22,47.72195481,18.4,1
8/2/2022,8,23,2.043732648,18.13,2
8/2/2022,8,23,17.05116639,18.96,2
8/2/2022,8,23,32.05635673,18.68,1
8/2/2022,8,23,47.02972395,18.68,1
8/2/2022,8,24,2.101345416,18.41,2
8/2/2022,8,24,17.14036859,18.13,2
8/2/2022,8,24,32.10619471,18.13,1
8/2/2022,8,24,47.1042365,18.41,1
8/2/2022,8,25,2.192066737,18.41,2
8/2/2022,8,25,17.19976371,18.4,2
8/2/2022,8,25,32.16946194,18.4,1
8/2/2022,8,25,47.15035555,18.4,1
8/2/2022,8,26,2.223478789,18.39,2
8/2/2022,8,26,17.23088573,18.41,2
8/2/2022,8,26,32.26850928,18.66,1
8/2/2022,8,26,47.23149157,18.39,1
8/2/2022,8,27,2.267579154,19.2,2
8/2/2022,8,27,17.26630992,18.4,2
8/2/2022,8,27,32.28755969,18.4,1
8/2/2022,8,27,47.35308287,20.33,1
8/2/2022,8,28,2.388401566,20.06,2
8/2/2022,8,28,17.40420897,19.51,2
8/2/2022,8,28,32.39920493,19.51,1
8/2/2022,8,28,47.41846863,19.52,1
8/2/2022,8,29,2.455434857,18.95,2
8/2/2022,8,29,17.48064744,18.69,2
8/2/2022,8,29,32.47836731,18.69,1
8/2/2022,8,29,47.44526794,18.41,1
8/2/2022,8,30,2.533002335,18.13,2
8/2/2022,8,30,17.64976512,18.67,2
8/2/2022,8,30,32.53571968,18.95,1
8/2/2022,8,30,47.64618642,18.41,1
8/2/2022,8,31,2.715601044,18.39,2
8/2/2022,8,31,17.71958617,19.77,2
8/2/2022,8,31,32.75064338,19.51,1
8/2/2022,8,31,47.70579086,19.49,1
8/2/2022,8,32,2.779440091,19.24,2
8/2/2022,8,32,17.79766104,18.69,2
8/2/2022,8,32,32.77731127,18.41,1
8/2/2022,8,32,47.77653075,18.41,1
8/2/2022,8,33,2.80289229,18.13,2
8/2/2022,8,33,17.83152825,18.13,2
8/2/2022,8,33,32.81458903,17.85,1
8/2/2022,8,33,47.81380957,17.83,1
8/2/2022,8,34,2.843826918,18.12,2
8/2/2022,8,34,17.86279108,18.39,2
8/2/2022,8,34,32.84813532,17.84,1
8/2/2022,8,34,47.8413294,20.33,1
8/2/2022,8,35,2.91090569,20.07,2
8/2/2022,8,35,17.91336781,19.77,2
